	SV_1	SV_2	SV_3	SV_4	SV_5	SV_6	SV_7	SV_8	SV_9	SV_10	SV_11	SV_12	SV_13	SV_14	SV_15	SV_16	SV_17	SV_18	SV_19	SV_20	SV_21	SV_22	SV_23	SV_24	SV_25	SV_26	SV_27	SV_28	SV_29	SV_30	SV_31	SV_32	SV_33	SV_34	SV_35	SV_36	SV_37	SV_38	SV_39	SV_40	SV_41	SV_42	SV_43	SV_44	SV_45	SV_46	SV_47	SV_48	SV_49	SV_50	SV_51	SV_52	SV_53	SV_54	SV_55	SV_56	SV_57	SV_58	SV_59	SV_60	SV_61	SV_62	SV_63	SV_64	SV_65	SV_66	SV_67	SV_68	SV_69	SV_70	SV_71	SV_72	SV_73	SV_74	SV_75	SV_76	SV_77	SV_78	SV_79	SV_80	SV_81	SV_82	SV_83	SV_84	SV_85	SV_86	SV_87	SV_88	SV_89	SV_90	SV_91	SV_92	SV_93	SV_94	SV_95	SV_96	SV_97	SV_98	SV_99	SV_100	SV_101	SV_102	SV_103	SV_104	SV_105	SV_106	SV_107	SV_108	SV_109	SV_110	SV_111	SV_112	SV_113	SV_114	SV_115	SV_116	SV_117	SV_118	SV_119	SV_120	SV_121	SV_122	SV_123	SV_124	SV_125	SV_126	SV_127	SV_128	SV_129	SV_130	SV_131	SV_132	SV_133	SV_134	SV_135	SV_136	SV_137	SV_138	SV_139	SV_140	SV_141	SV_142	SV_143	SV_144	SV_145	SV_146	SV_147	SV_148	SV_149	SV_150	SV_151	SV_152	SV_153	SV_154	SV_155	SV_156	SV_157	SV_158	SV_159	SV_160	SV_161	SV_162	SV_163	SV_164	SV_165	SV_166	SV_167	SV_168	SV_169	SV_170	SV_171	SV_172	SV_173	SV_174	SV_175	SV_176	SV_177	SV_178	SV_179	SV_180	SV_181	SV_182	SV_183	SV_184	SV_185	SV_186	SV_187	SV_188	SV_189	SV_190	SV_191	SV_192	SV_193	SV_194	SV_195	SV_196	SV_197	SV_198	SV_199	SV_200	SV_201	SV_202	SV_203	SV_204	SV_205	SV_206	SV_207	SV_208	SV_209	SV_210	SV_211	SV_212	SV_213	SV_214	SV_215	SV_216	SV_217	SV_218	SV_219	SV_220	SV_221	SV_222	SV_223	SV_224	SV_225	SV_226	SV_227	SV_228	SV_229	SV_230	SV_231	SV_232	SV_233	SV_234	SV_235	SV_236	SV_237	SV_238	SV_239	SV_240	SV_241	SV_242	SV_243	SV_244	SV_245	SV_246	SV_247	SV_248	SV_249	SV_250	SV_251	SV_252	SV_253	SV_254	SV_255	SV_256	SV_257	SV_258	SV_259	SV_260	SV_261	SV_262	SV_263	SV_264	SV_265	SV_266	SV_267	SV_268	SV_269	SV_270	SV_271	SV_272	SV_273	SV_274	SV_275	SV_276	SV_277	SV_278	SV_279	SV_280	SV_281	SV_282	SV_283	SV_284	SV_285	SV_286	SV_287	SV_288	SV_289	SV_290	SV_291	SV_292	SV_293	SV_294	SV_295	SV_296	SV_297	SV_298	SV_299	SV_300	SV_301	SV_302	SV_303	SV_304	SV_305	SV_306	SV_307	SV_308	SV_309	SV_310	SV_311	SV_312	SV_313	SV_314	SV_315	SV_316	SV_317	SV_318	SV_319	SV_320	SV_321	SV_322	SV_323	SV_324	SV_325	SV_326	SV_327	SV_328	SV_329	SV_330	SV_331	SV_332	SV_333	SV_334	SV_335	SV_336	SV_337	SV_338	SV_339	SV_340	SV_341	SV_342	SV_343	SV_344	SV_345	SV_346	SV_347	SV_348	SV_349	SV_350	SV_351	SV_352	SV_353	SV_354	SV_355	SV_356	SV_357	SV_358	SV_359	SV_360	SV_361	SV_362	SV_363	SV_364	SV_365	SV_366	SV_367	SV_368	SV_369	SV_370	SV_371	SV_372	SV_373	SV_374	SV_375	SV_376	SV_377	SV_378	SV_379	SV_380	SV_381	SV_382	SV_383	SV_384	SV_385	SV_386	SV_387	SV_388	SV_389	SV_390	SV_391	SV_392	SV_393	SV_394	SV_395	SV_396	SV_397	SV_398	SV_399	SV_400	SV_401	SV_402	SV_403	SV_404	SV_405	SV_406	SV_407	SV_408	SV_409	SV_410	SV_411	SV_412	SV_413	SV_414	SV_415	SV_416	SV_417	SV_418	SV_419	SV_420	SV_421	SV_422	SV_423	SV_424	SV_425	SV_426	SV_427	SV_428	SV_429	SV_430	SV_431	SV_432	SV_433	SV_434	SV_435	SV_436	SV_437	SV_438	SV_439	SV_440	SV_441	SV_442	SV_443	SV_444	SV_445	SV_446	SV_447	SV_448	SV_449	SV_450	SV_451	SV_452	SV_453	SV_454	SV_455	SV_456	SV_457	SV_458	SV_459	SV_460	SV_461	SV_462	SV_463	SV_464	SV_465	SV_466	SV_467	SV_468	SV_469
H4_T3_R1	3190	3253	2034	210	217	1647	2317	1519	2827	4283	173	112	195	1766	1589	69	0	668	582	0	187	53	678	193	411	569	199	532	399	729	185	0	0	379	113	139	0	0	162	0	459	180	140	20	0	0	401	72	123	42	0	229	115	412	763	0	0	0	0	0	0	13	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	488	136	456	559	2867	65	184	0	0	0	6	116	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	67	119	0	0	0	4	344	11	0	0	0	0	48	0	0	989	0	0	0	0	0	0	0	0	0	0	0	97	49	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	146	0	0	227	188	0	0	109	26	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4_T3_R2	2640	5017	4831	521	819	269	3114	840	12555	5723	0	150	324	189	2856	129	275	1037	457	0	101	130	498	0	614	496	376	94	225	751	57	0	31	0	0	0	0	0	166	140	1011	278	447	18	239	101	524	95	163	217	0	113	234	0	1147	0	148	44	36	12	23	28	0	0	147	28	0	40	45	275	0	0	0	0	0	0	0	0	156	908	0	694	0	0	177	0	0	7	7	0	8	170	0	0	0	290	0	0	4	0	0	0	0	50	0	0	0	0	0	111	0	0	43	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	122	0	0	0	0	0	0	0	0	0	0	75	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4_T3_R3	2566	3581	4855	126	486	390	838	1574	13	11944	0	629	361	1666	89	45	118	683	53	63	439	661	397	102	315	280	326	324	731	348	328	0	17	90	196	157	65	0	123	0	603	183	114	0	22	0	458	0	20	0	0	51	287	0	201	0	95	0	0	0	46	6	110	0	0	0	0	0	0	0	0	39	35	0	0	222	0	0	37	0	0	0	0	0	0	31	0	0	1	0	0	0	0	0	28	646	0	4	0	0	0	0	53	0	0	0	0	26	0	120	0	0	78	0	47	1914	0	17	16	6	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	10	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	23	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H5_T1_R1	3517	2328	1471	350	1828	897	3246	1229	0	6999	0	48	1844	1461	783	110	166	98	758	0	960	1387	353	292	603	110	1008	336	497	462	1011	36	36	28	997	186	0	0	177	91	146	125	34	135	41	818	1146	0	154	42	1040	8	0	0	0	0	377	91	0	0	1206	17	19	0	80	254	0	21	110	0	131	74	46	0	0	0	51	0	0	0	0	0	0	0	0	0	0	9	17	0	58	168	0	0	0	323	0	313	0	34	0	0	604	0	0	0	0	0	0	323	0	0	0	113	27	0	0	146	0	21	0	0	26	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	41	0	0	0	68	150	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	58	0	0	0	0	233	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H5_T1_R2	4648	2718	2445	2474	1307	1279	654	2553	0	45	0	272	282	1397	131	2041	1496	103	775	0	1666	2128	514	0	337	808	444	340	522	158	1138	39	39	131	0	80	84	0	254	0	0	157	522	16	137	1061	0	590	0	42	851	8	120	0	0	0	181	0	18	12	82	130	306	0	333	154	0	0	74	0	0	0	832	118	0	67	0	0	178	0	0	0	0	0	0	0	0	9	21	0	47	0	0	0	55	0	0	0	0	309	0	127	65	0	0	0	0	0	195	0	0	0	0	0	0	101	0	91	61	0	194	0	0	0	21	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	27	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	4	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
H5_T1_R3	2710	1236	1521	1054	2038	1001	1560	1500	650	142	0	320	576	1329	986	112	2103	178	557	0	727	682	395	294	715	104	762	224	324	301	1081	0	0	359	335	161	131	0	125	119	85	73	107	153	273	0	122	112	155	416	0	5	73	404	0	0	212	0	0	0	633	56	0	0	126	0	0	0	111	0	0	169	0	0	0	0	63	100	147	0	0	0	0	0	29	0	0	7	9	0	95	93	0	0	0	0	0	0	0	0	0	274	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	66	18	22	0	0	0	0	0	0	0	0	0	0	0	0	30	0	100	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H5_T2_R1	4031	5621	2339	2762	2479	674	2337	3483	0	43	0	118	1412	1310	318	750	302	956	1155	28	518	497	973	662	2111	1404	2613	456	2023	533	473	0	0	509	308	124	0	0	226	372	0	315	275	112	61	69	51	798	0	1077	81	36	141	145	0	0	415	0	0	0	70	166	7	51	260	38	0	0	134	0	0	0	0	0	0	0	39	0	0	945	0	0	0	0	59	29	0	0	0	0	47	155	0	0	0	0	0	0	52	0	0	0	0	364	10	0	0	0	0	83	0	51	0	0	0	0	0	75	88	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	17	0	0	0	0	0	56	27	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H5_T2_R2	2581	2873	4268	1069	1261	866	3166	589	18	1123	0	1293	1776	347	1183	208	94	1029	214	0	67	59	351	0	275	687	341	82	316	350	167	0	0	458	225	1590	78	0	154	326	0	142	184	75	12	22	307	0	260	0	0	90	214	871	0	0	167	58	0	0	216	57	0	169	167	73	0	0	68	0	0	0	190	0	0	0	44	0	0	0	0	0	0	0	0	26	0	0	0	0	0	146	0	0	0	0	0	0	29	0	0	98	0	0	0	0	0	17	0	36	0	0	0	0	0	0	55	23	14	0	0	0	101	0	225	32	0	162	268	54	821	67	0	319	0	0	0	0	58	0	102	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H5_T2_R3	5372	6391	4701	1156	1611	740	835	1945	42	188	0	495	627	1059	240	501	1191	251	62	69	605	573	836	319	567	1440	224	1273	457	315	522	82	91	997	33	0	96	0	267	191	0	335	28	170	161	270	0	708	0	172	21	294	267	161	0	0	186	873	43	50	38	61	194	0	94	44	271	19	70	0	244	300	0	0	0	0	0	88	0	0	0	0	0	0	122	0	0	36	33	4127	25	0	83	0	0	0	0	0	8	0	0	0	83	57	20	0	0	63	0	0	0	0	0	0	0	0	144	19	144	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	51	0	13	0	0	0	0	242	0	0	187	0	0	7	0	22	57	0	0	0	0	0	0	0	0	0	222	0	0	0	7	0	0	0	0	0	0	0	0	178	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	88	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	8	0	0	0	137	0	0	0	0	0	4	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H5_T3_R1	5979	1755	5197	1326	4127	648	2428	3227	221	101	0	2519	1414	2857	444	965	1239	412	297	52	705	867	1238	2616	933	623	705	324	246	439	935	0	0	353	107	213	283	0	326	1087	112	94	58	24	887	263	53	649	57	227	2	45	312	221	69	0	274	1112	0	0	96	49	167	0	76	169	0	0	214	0	0	581	368	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	43	132	0	0	0	0	0	242	21	251	0	0	106	0	125	0	0	594	0	0	0	0	0	0	0	0	144	163	62	122	0	0	472	0	204	0	0	0	0	0	0	0	0	0	67	0	80	158	0	0	60	0	0	0	0	93	0	186	178	0	0	0	0	0	0	0	0	0	0	0	112	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	82	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H5_T3_R2	5060	2994	3416	4071	945	1911	358	825	66	131	0	129	550	1211	995	503	342	212	3140	58	115	130	929	670	645	614	165	0	1088	564	132	0	0	136	132	196	950	0	277	0	0	157	117	758	49	1441	0	540	0	0	1765	117	179	77	0	0	178	297	115	161	0	212	86	990	0	201	554	70	0	0	0	0	0	0	0	30	88	660	58	0	0	0	0	0	0	371	0	18	9	0	0	0	0	0	38	0	0	0	0	0	0	0	150	0	0	0	0	100	0	0	0	0	0	0	35	0	0	0	0	36	332	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	43	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	33	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	26	63	0	0	28	47	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H5_T3_R3	3713	2348	4325	1123	753	2715	977	833	151	203	0	167	506	1622	459	1341	2586	199	177	65	498	755	719	650	755	165	296	409	138	227	488	96	109	60	135	0	83	0	172	200	102	135	18	42	950	0	78	647	85	0	0	157	254	170	0	0	0	65	40	147	37	56	0	0	57	0	0	28	53	0	0	0	15	0	0	0	146	0	32	0	0	0	0	0	0	0	0	31	46	0	0	0	0	0	0	0	0	9	10	130	0	0	0	0	0	0	632	0	0	0	0	0	0	108	0	0	0	4	8	38	0	0	0	110	0	0	0	0	0	0	0	0	0	0	149	0	58	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	13	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
